other,VBZ,VBP,word
0.8333333333333334,0.0,0.16666666666666666,notice
0.0,1.0,0.0,settles
0.0,1.0,0.0,reacts
0.0,1.0,0.0,enjoys
0.0,0.125,0.875,ai
0.75,0.0,0.25,meet
0.0,1.0,0.0,shakes
0.95,0.05,0.0,repairs
0.8051948051948052,0.19480519480519481,0.0,measures
0.9,0.0,0.1,declare
0.0,1.0,0.0,considers
0.5,0.5,0.0,hooks
0.0,1.0,0.0,condemns
0.0,1.0,0.0,contributes
0.0,1.0,0.0,recites
0.0,1.0,0.0,alienates
0.5,0.5,0.0,counts
0.0,0.0,1.0,crave
0.7777777777777778,0.0,0.2222222222222222,score
0.0,1.0,0.0,underperforms
0.0,0.0,1.0,activate
0.8333333333333334,0.0,0.16666666666666666,blanket
0.8666666666666667,0.0,0.13333333333333333,slash
0.9,0.0,0.1,stress
0.75,0.0,0.25,learn
0.0,1.0,0.0,cancels
0.0,1.0,0.0,resurrects
0.0,1.0,0.0,hails
0.0,1.0,0.0,masks
0.0,1.0,0.0,torments
0.75,0.25,0.0,hosts
0.7333333333333333,0.0,0.26666666666666666,commit
0.0,1.0,0.0,oversees
0.5555555555555556,0.4444444444444444,0.0,doubts
0.5,0.0,0.5,depict
0.0,1.0,0.0,stirs
0.9705882352941176,0.0,0.029411764705882353,catch
0.5,0.5,0.0,logs
0.0,0.0,1.0,criss-cross
0.5,0.0,0.5,collaborate
0.6666666666666666,0.0,0.3333333333333333,rely
0.75,0.0,0.25,aggravate
0.9166666666666666,0.0,0.08333333333333333,accelerate
0.9523809523809523,0.0,0.047619047619047616,hurt
0.0,1.0,0.0,identifies
0.0,1.0,0.0,isolates
0.0,0.0,1.0,perceive
0.2857142857142857,0.0,0.7142857142857143,underscore
0.8888888888888888,0.1111111111111111,0.0,talks
0.5,0.5,0.0,alternates
0.9090909090909091,0.0,0.09090909090909091,cry
0.5,0.5,0.0,caters
0.0,1.0,0.0,descends
0.0,1.0,0.0,competes
0.0,0.0,1.0,wrack
0.0,1.0,0.0,climbs
0.916083916083916,0.08391608391608392,0.0,points
0.9473684210526315,0.0,0.05263157894736842,jump
0.0,1.0,0.0,closes
0.0,0.0,1.0,thrive
0.0,1.0,0.0,prompts
0.0,0.0,1.0,corroborate
0.0,0.0,1.0,chafe
0.6666666666666666,0.0,0.3333333333333333,ruin
0.6,0.4,0.0,totals
0.0,1.0,0.0,spins
0.5714285714285714,0.0,0.42857142857142855,arise
0.9,0.0,0.1,apply
0.8695652173913043,0.13043478260869565,0.0,targets
0.25,0.0,0.75,observe
0.8888888888888888,0.0,0.1111111111111111,shoot
0.9310344827586207,0.0,0.06896551724137931,warrant
0.5545454545454546,0.0,0.44545454545454544,appear
0.78125,0.0,0.21875,assume
0.0,1.0,0.0,restricts
0.0,1.0,0.0,discerns
0.8,0.0,0.2,liberalize
0.7272727272727273,0.0,0.2727272727272727,disappear
0.75,0.25,0.0,alarms
0.0,1.0,0.0,forbids
0.8333333333333334,0.16666666666666666,0.0,strokes
0.8,0.0,0.2,resell
0.0,1.0,0.0,develops
0.0,1.0,0.0,authorizes
0.5,0.0,0.5,clutch
0.8,0.0,0.2,map
0.8333333333333334,0.0,0.16666666666666666,outperform
0.8333333333333334,0.0,0.16666666666666666,punch
0.25,0.75,0.0,laughs
0.8913043478260869,0.10869565217391304,0.0,fears
0.0,1.0,0.0,triggers
0.0,1.0,0.0,believes
0.875,0.0,0.125,treat
0.6233766233766234,0.0,0.37662337662337664,know
0.9,0.0,0.1,float
0.0,0.0,1.0,recede
0.0,1.0,0.0,portrays
0.3333333333333333,0.6666666666666666,0.0,slaps
0.7592592592592593,0.0,0.24074074074074073,hear
0.0,1.0,0.0,connects
0.3333333333333333,0.6666666666666666,0.0,sows
0.0,1.0,0.0,concludes
0.6666666666666666,0.0,0.3333333333333333,insure
0.5,0.0,0.5,sow
0.972972972972973,0.0,0.02702702702702703,participate
0.0,1.0,0.0,rejects
0.0,1.0,0.0,foresees
0.8571428571428571,0.0,0.14285714285714285,hint
0.36363636363636365,0.0,0.6363636363636364,illustrate
0.8,0.0,0.2,dwarf
0.0,1.0,0.0,loathes
0.8421052631578947,0.15789473684210525,0.0,leases
0.9230769230769231,0.0,0.07692307692307693,convince
0.5,0.0,0.5,cloak
0.0,1.0,0.0,inflates
0.9761904761904762,0.0,0.023809523809523808,name
0.5,0.5,0.0,exhibits
0.8,0.0,0.2,characterize
0.96875,0.0,0.03125,probe
0.5555555555555556,0.0,0.4444444444444444,resemble
0.7837837837837838,0.0,0.21621621621621623,expire
0.75,0.0,0.25,lap
0.75,0.0,0.25,discover
0.8333333333333334,0.0,0.16666666666666666,pale
0.3333333333333333,0.0,0.6666666666666666,resent
0.0,1.0,0.0,constitutes
0.0,1.0,0.0,erases
0.7777777777777778,0.0,0.2222222222222222,collect
0.9354838709677419,0.0,0.06451612903225806,approach
0.7333333333333333,0.0,0.26666666666666666,describe
0.9692307692307692,0.0,0.03076923076923077,wake
0.9857142857142858,0.0,0.014285714285714285,test
0.9375,0.0,0.0625,stay
0.9444444444444444,0.05555555555555555,0.0,initiatives
0.0,1.0,0.0,symbolizes
0.0,1.0,0.0,solves
0.25,0.75,0.0,dons
0.0,1.0,0.0,hobbles
0.75,0.25,0.0,slides
0.0,1.0,0.0,arbitrates
0.0,1.0,0.0,decides
0.5,0.0,0.5,trumpet
0.8442622950819673,0.1557377049180328,0.0,increases
0.19047619047619047,0.8095238095238095,0.0,likes
0.5555555555555556,0.0,0.4444444444444444,employ
0.96875,0.03125,0.0,damages
0.9491525423728814,0.0,0.05084745762711865,replace
0.9076923076923077,0.0,0.09230769230769231,exercise
0.75,0.25,0.0,pins
0.5,0.5,0.0,rivets
0.9285714285714286,0.07142857142857142,0.0,forms
0.9666666666666667,0.0,0.03333333333333333,restructure
0.7931034482758621,0.0,0.20689655172413793,borrow
0.625,0.0,0.375,object
0.9896907216494846,0.0,0.010309278350515464,purchase
0.0,0.0,1.0,disapprove
0.0,1.0,0.0,slogs
0.0,1.0,0.0,affects
0.5,0.0,0.5,feel
0.9833333333333333,0.0,0.016666666666666666,matter
0.53125,0.46875,0.0,causes
0.959731543624161,0.0,0.040268456375838924,support
0.18072289156626506,0.8192771084337349,0.0,runs
0.8,0.0,0.2,dismiss
0.375,0.0,0.625,accuse
0.9444444444444444,0.05555555555555555,0.0,averages
0.8125,0.0,0.1875,propose
0.9230769230769231,0.0,0.07692307692307693,damp
0.0,0.0,1.0,slam
0.875,0.0,0.125,grab
0.9230769230769231,0.0,0.07692307692307693,widen
0.0,1.0,0.0,frets
0.9210526315789473,0.0,0.07894736842105263,draw
0.0,1.0,0.0,pegs
0.8333333333333334,0.0,0.16666666666666666,trespass
0.0,1.0,0.0,attends
0.0,1.0,0.0,erodes
0.7857142857142857,0.0,0.21428571428571427,prepare
0.9,0.0,0.1,lack
0.9824561403508771,0.0,0.017543859649122806,rest
0.14285714285714285,0.8571428571428571,0.0,matches
0.8,0.2,0.0,maneuvers
0.0,1.0,0.0,urges
0.0,0.0,1.0,conspire
0.9361702127659575,0.0,0.06382978723404255,cause
0.0,1.0,0.0,counsels
0.0,1.0,0.0,awaits
0.7333333333333333,0.0,0.26666666666666666,deny
0.9285714285714286,0.07142857142857142,0.0,photographs
0.7804878048780488,0.0,0.21951219512195122,rise
0.7142857142857143,0.0,0.2857142857142857,criticize
0.0,1.0,0.0,pronounces
0.7428571428571429,0.0,0.2571428571428571,suffer
0.0,1.0,0.0,keeps
0.0,1.0,0.0,snorts
0.0,0.0,1.0,stink
0.0,1.0,0.0,confirms
0.0,0.0,1.0,juxtapose
0.9583333333333334,0.0,0.041666666666666664,strengthen
0.0,1.0,0.0,refers
0.0,1.0,0.0,bullies
0.7647058823529411,0.0,0.23529411764705882,adjust
0.5,0.0,0.5,test-drive
0.9661016949152542,0.0,0.03389830508474576,discuss
0.8,0.0,0.2,eat
0.0,0.0,1.0,flare
0.8333333333333334,0.0,0.16666666666666666,span
0.9375,0.0,0.0625,harm
0.0,1.0,0.0,culminates
0.49333333333333335,0.0,0.5066666666666667,agree
0.0,1.0,0.0,precedes
0.42857142857142855,0.5714285714285714,0.0,wins
0.0,1.0,0.0,approves
0.8333333333333334,0.16666666666666666,0.0,searches
0.0,1.0,0.0,convenes
0.0,1.0,0.0,varies
0.8636363636363636,0.0,0.13636363636363635,plan
0.0,1.0,0.0,accompanies
0.0,0.0,1.0,pontificate
0.9411764705882353,0.0,0.058823529411764705,evaluate
0.75,0.0,0.25,discourage
0.0,1.0,0.0,confesses
0.8888888888888888,0.0,0.1111111111111111,deliver
0.0,1.0,0.0,introduces
0.3333333333333333,0.0,0.6666666666666666,denounce
0.0,1.0,0.0,depresses
0.8333333333333334,0.0,0.16666666666666666,spurt
0.0,0.0,1.0,coextrude
0.0,1.0,0.0,cheapens
0.9906542056074766,0.009345794392523364,0.0,regulators
0.0,1.0,0.0,enhances
0.9498607242339833,0.0,0.05013927576601671,offer
0.8095238095238095,0.19047619047619047,0.0,licenses
0.8157894736842105,0.0,0.18421052631578946,earn
0.8333333333333334,0.0,0.16666666666666666,celebrate
0.0,1.0,0.0,recognizes
0.8166666666666667,0.0,0.18333333333333332,serve
0.0,1.0,0.0,reasserts
0.8,0.2,0.0,challenges
0.7105263157894737,0.0,0.2894736842105263,involve
0.9611650485436893,0.0,0.038834951456310676,focus
0.0,1.0,0.0,proposes
0.0,1.0,0.0,commends
0.0,1.0,0.0,gloats
0.7777777777777778,0.0,0.2222222222222222,specialize
0.0,1.0,0.0,delves
0.0,1.0,0.0,sits
0.0,1.0,0.0,invests
0.7792207792207793,0.0,0.22077922077922077,favor
0.0,1.0,0.0,collects
0.0,1.0,0.0,perceives
0.8333333333333334,0.16666666666666666,0.0,answers
0.9611650485436893,0.0,0.038834951456310676,improve
0.0,1.0,0.0,spurs
0.02197802197802198,0.978021978021978,0.0,remains
0.0,1.0,0.0,crushes
0.75,0.0,0.25,stem
0.0,1.0,0.0,thrives
0.7333333333333333,0.26666666666666666,0.0,approaches
0.47058823529411764,0.0,0.5294117647058824,prefer
0.5,0.0,0.5,peruse
0.0,1.0,0.0,neutralizes
0.6666666666666666,0.0,0.3333333333333333,regroup
0.8333333333333334,0.0,0.16666666666666666,entice
0.0,1.0,0.0,typifies
0.0,1.0,0.0,backflips
0.9736842105263158,0.02631578947368421,0.0,rules
0.0,1.0,0.0,slips
0.5,0.5,0.0,locks
0.9787234042553191,0.02127659574468085,0.0,purchases
0.9259259259259259,0.0,0.07407407407407407,repair
0.5,0.0,0.5,cling
0.9166666666666666,0.0,0.08333333333333333,erode
0.0,1.0,0.0,sucks
0.7261904761904762,0.0,0.27380952380952384,claim
0.9,0.1,0.0,shifts
0.0,1.0,0.0,wields
0.9,0.0,0.1,bankrupt
0.9322033898305084,0.0,0.06779661016949153,handle
0.9565217391304348,0.0,0.043478260869565216,join
0.0,1.0,0.0,hears
0.8571428571428571,0.0,0.14285714285714285,sink
0.54,0.46,0.0,sets
0.5,0.5,0.0,finishes
0.0,1.0,0.0,sustains
0.0,1.0,0.0,astounds
0.8,0.0,0.2,emphasize
0.0,1.0,0.0,outshines
0.0,1.0,0.0,wallops
0.9545454545454546,0.0,0.045454545454545456,overcome
0.9916666666666667,0.0,0.008333333333333333,separate
0.0,1.0,0.0,clarifies
0.8947368421052632,0.0,0.10526315789473684,pass
0.0,1.0,0.0,accepts
0.0,1.0,0.0,wears
0.0,1.0,0.0,snaps
0.0,1.0,0.0,lets
0.0,1.0,0.0,consists
0.0,1.0,0.0,distorts
0.9,0.0,0.1,bother
0.2,0.8,0.0,hires
0.75,0.0,0.25,ponder
0.3333333333333333,0.6666666666666666,0.0,pauses
0.0,1.0,0.0,embodies
0.0,1.0,0.0,conducts
0.6666666666666666,0.0,0.3333333333333333,exceed
0.8571428571428571,0.0,0.14285714285714285,fault
0.975,0.0,0.025,announce
0.2222222222222222,0.7777777777777778,0.0,struggles
0.0,1.0,0.0,testifies
0.6,0.4,0.0,resorts
0.0,1.0,0.0,follows
0.9411764705882353,0.058823529411764705,0.0,subjects
0.38095238095238093,0.0,0.6190476190476191,disagree
0.9298245614035088,0.07017543859649122,0.0,votes
0.0,1.0,0.0,replaces
0.9285714285714286,0.0,0.07142857142857142,assess
0.75,0.0,0.25,die
0.3333333333333333,0.0,0.6666666666666666,overlook
0.75,0.0,0.25,scream
0.0,0.0,1.0,amuse
0.0,1.0,0.0,endorses
0.5,0.0,0.5,construe
0.0,1.0,0.0,co-edits
0.4,0.0,0.6,imply
0.6666666666666666,0.3333333333333333,0.0,accounts
0.5454545454545454,0.45454545454545453,0.0,drops
0.0,1.0,0.0,restructures
0.0,1.0,0.0,acquires
0.0,1.0,0.0,insists
0.0,1.0,0.0,indicates
0.5,0.0,0.5,overlap
0.2222222222222222,0.7777777777777778,0.0,sounds
0.10526315789473684,0.8947368421052632,0.0,reaches
0.9523809523809523,0.0,0.047619047619047616,crack
0.9347826086956522,0.06521739130434782,0.0,demands
0.0,1.0,0.0,ripens
0.0,1.0,0.0,boils
0.0,1.0,0.0,name-drops
0.96,0.0,0.04,conduct
0.7142857142857143,0.2857142857142857,0.0,stars
0.4,0.0,0.6,oppose
0.8852459016393442,0.0,0.11475409836065574,invest
0.0,1.0,0.0,displeases
0.0,1.0,0.0,implements
0.0,1.0,0.0,strangles
0.0,0.0,1.0,re-emphasize
0.7272727272727273,0.2727272727272727,0.0,estimates
0.0,0.0,1.0,am
0.8392857142857143,0.16071428571428573,0.0,limits
0.8,0.0,0.2,lecture
0.3333333333333333,0.6666666666666666,0.0,smiles
0.8936170212765957,0.0,0.10638297872340426,win
0.6129032258064516,0.0,0.3870967741935484,fail
0.0,1.0,0.0,presumes
0.0,1.0,0.0,impedes
0.0,1.0,0.0,furrows
0.9285714285714286,0.0,0.07142857142857142,pack
0.0,1.0,0.0,reaffirms
0.19047619047619047,0.8095238095238095,0.0,puts
0.0,1.0,0.0,purports
0.0,1.0,0.0,comes
0.75,0.0,0.25,convene
0.0,0.0,1.0,conjure
0.0,1.0,0.0,blames
0.9347826086956522,0.06521739130434782,0.0,concerns
0.0,1.0,0.0,surfaces
0.8285714285714286,0.0,0.17142857142857143,carry
0.6666666666666666,0.3333333333333333,0.0,lapses
0.0,1.0,0.0,wanes
0.0,1.0,0.0,disposes
0.0,1.0,0.0,chastises
0.75,0.0,0.25,simplify
0.6666666666666666,0.0,0.3333333333333333,find
0.0,1.0,0.0,participates
0.0,1.0,0.0,concedes
0.0,1.0,0.0,feels
0.9090909090909091,0.0,0.09090909090909091,drive
0.0,1.0,0.0,rhymes
0.85,0.0,0.15,travel
0.0,0.0,1.0,decapitalize
0.875,0.0,0.125,facilitate
0.0,1.0,0.0,subscribes
0.6666666666666666,0.0,0.3333333333333333,re-evaluate
0.0,1.0,0.0,mixes
0.8936170212765957,0.0,0.10638297872340426,write
0.0,1.0,0.0,drags
0.8,0.0,0.2,smile
0.8214285714285714,0.0,0.17857142857142858,reject
0.8888888888888888,0.1111111111111111,0.0,pits
0.8421052631578947,0.15789473684210525,0.0,disputes
0.0,0.0,1.0,unroll
0.4,0.0,0.6,fret
0.0,1.0,0.0,manipulates
0.0,1.0,0.0,pays
0.9,0.0,0.1,undercut
0.75,0.0,0.25,crowd
0.8842975206611571,0.11570247933884298,0.0,trades
0.0,1.0,0.0,coincides
0.5,0.5,0.0,wanders
0.0,1.0,0.0,interferes
0.0,1.0,0.0,appreciates
0.9523809523809523,0.0,0.047619047619047616,combine
0.75,0.0,0.25,invent
0.0,1.0,0.0,jeopardizes
0.3333333333333333,0.6666666666666666,0.0,freezes
0.6666666666666666,0.0,0.3333333333333333,exhaust
0.0,1.0,0.0,quits
0.0,1.0,0.0,resonates
0.0,0.0,1.0,obstruct
0.0,1.0,0.0,destroys
0.0,1.0,0.0,perpetuates
0.0,1.0,0.0,equips
0.0,1.0,0.0,devises
0.0,1.0,0.0,cries
0.0,1.0,0.0,gushes
0.0,0.0,1.0,evoke
0.8333333333333334,0.0,0.16666666666666666,compliment
0.6666666666666666,0.0,0.3333333333333333,overreact
0.0,1.0,0.0,recovers
0.0,1.0,0.0,unites
0.7692307692307693,0.0,0.23076923076923078,arrive
0.8888888888888888,0.0,0.1111111111111111,sweat
0.75,0.0,0.25,paint
0.0,0.0,1.0,memorize
0.0,1.0,0.0,borrows
0.9375,0.0,0.0625,reverse
0.0,1.0,0.0,computes
0.967032967032967,0.0,0.03296703296703297,head
0.0,1.0,0.0,latches
0.0,1.0,0.0,feeds
0.7777777777777778,0.0,0.2222222222222222,recommend
0.0,1.0,0.0,handles
0.6666666666666666,0.0,0.3333333333333333,think
0.0,1.0,0.0,waives
0.9565217391304348,0.0,0.043478260869565216,proceed
0.0,1.0,0.0,evaluates
0.0,1.0,0.0,does
0.9090909090909091,0.09090909090909091,0.0,tires
0.0,1.0,0.0,fills
0.75,0.25,0.0,nets
0.953125,0.0,0.046875,happen
0.5,0.0,0.5,lash
0.0,1.0,0.0,prefers
0.0,1.0,0.0,stems
0.0,1.0,0.0,sleeps
0.125,0.875,0.0,alleges
0.9,0.0,0.1,breed
0.0,0.0,1.0,romp
0.9473684210526315,0.0,0.05263157894736842,zero
0.0,1.0,0.0,presages
0.9166666666666666,0.08333333333333333,0.0,centers
0.5,0.5,0.0,surges
0.9428571428571428,0.0,0.05714285714285714,shape
0.0,0.0,1.0,retrench
0.07407407407407407,0.9259259259259259,0.0,admits
0.0,1.0,0.0,understands
0.7647058823529411,0.23529411764705882,0.0,ranges
0.0,1.0,0.0,employs
0.0,0.0,1.0,empower
0.0,1.0,0.0,dwarfs
0.0,0.0,1.0,defy
0.8181818181818182,0.0,0.18181818181818182,prevail
0.9230769230769231,0.0,0.07692307692307693,shoulder
0.75,0.0,0.25,ripple
0.0,1.0,0.0,tells
0.8571428571428571,0.0,0.14285714285714285,convey
0.1111111111111111,0.8888888888888888,0.0,walks
0.9714285714285714,0.0,0.02857142857142857,weather
0.6666666666666666,0.0,0.3333333333333333,fudge
0.375,0.0,0.625,constitute
0.96875,0.0,0.03125,revive
0.8571428571428571,0.0,0.14285714285714285,persist
0.0,1.0,0.0,raves
0.9764705882352941,0.0,0.023529411764705882,spread
0.9545454545454546,0.0,0.045454545454545456,honor
0.0,1.0,0.0,confuses
0.0,1.0,0.0,transforms
0.0,1.0,0.0,aces
0.0,1.0,0.0,consolidates
0.8,0.0,0.2,donate
0.0,1.0,0.0,disappears
0.4375,0.5625,0.0,processes
0.8,0.2,0.0,views
0.0,1.0,0.0,consigns
0.9090909090909091,0.0,0.09090909090909091,mine
0.9523809523809523,0.0,0.047619047619047616,pick
0.0,1.0,0.0,croons
0.18181818181818182,0.8181818181818182,0.0,presents
0.9545454545454546,0.0,0.045454545454545456,hedge
0.8181818181818182,0.0,0.18181818181818182,fare
0.4424778761061947,0.5575221238938053,0.0,offers
0.8787878787878788,0.0,0.12121212121212122,give
0.8888888888888888,0.0,0.1111111111111111,figure
0.0,1.0,0.0,muzzles
0.0,1.0,0.0,illuminates
0.0,1.0,0.0,assures
0.9852941176470589,0.0,0.014705882352941176,got
0.875,0.0,0.125,quote
0.5,0.0,0.5,peddle
0.0,1.0,0.0,violates
0.16666666666666666,0.8333333333333334,0.0,leads
0.9,0.1,0.0,steps
0.0,1.0,0.0,overcomes
0.9125,0.0,0.0875,turn
0.0,1.0,0.0,argues
0.0,1.0,0.0,coordinates
0.0,0.0,1.0,flunk
0.8461538461538461,0.0,0.15384615384615385,bounce
0.9090909090909091,0.0,0.09090909090909091,analyze
0.0,1.0,0.0,gets
0.0,1.0,0.0,submits
0.8,0.2,0.0,pledges
0.0,1.0,0.0,attests
0.0,1.0,0.0,improves
0.0,1.0,0.0,reads
0.0,1.0,0.0,inhabits
0.0,1.0,0.0,regains
0.0,1.0,0.0,prevails
0.8571428571428571,0.0,0.14285714285714285,reap
0.8181818181818182,0.0,0.18181818181818182,choose
0.8571428571428571,0.14285714285714285,0.0,fights
0.0,1.0,0.0,catches
0.0,0.0,1.0,enrich
0.9692307692307692,0.03076923076923077,0.0,warrants
0.0,1.0,0.0,regards
0.0,0.0,1.0,sanitize
0.75,0.0,0.25,skip
0.9166666666666666,0.0,0.08333333333333333,assault
0.875,0.0,0.125,detect
0.0,1.0,0.0,welcomes
0.0,1.0,0.0,evens
0.9402985074626866,0.0,0.05970149253731343,help
0.8125,0.0,0.1875,advise
0.0,1.0,0.0,derives
0.0,1.0,0.0,regulates
0.0,1.0,0.0,disclaims
0.0,1.0,0.0,cleans
0.0,1.0,0.0,narrows
0.75,0.0,0.25,cheat
0.48214285714285715,0.0,0.5178571428571429,do
0.9090909090909091,0.0,0.09090909090909091,conform
0.96,0.0,0.04,negotiate
0.0,1.0,0.0,criticizes
0.0,1.0,0.0,ignores
0.0,1.0,0.0,purges
0.8571428571428571,0.0,0.14285714285714285,attach
0.875,0.0,0.125,limit
0.6666666666666666,0.3333333333333333,0.0,sighs
0.4,0.6,0.0,stretches
0.0,1.0,0.0,scoffs
0.0,1.0,0.0,deters
0.75,0.0,0.25,manifest
0.8444444444444444,0.0,0.15555555555555556,create
0.0007127583749109052,0.9992872416250891,0.0,has
0.0,0.0,1.0,align
0.0,1.0,0.0,misrepresents
0.2857142857142857,0.0,0.7142857142857143,hate
0.0,1.0,0.0,qualifies
0.0,1.0,0.0,rebuts
0.0,0.0,1.0,abound
0.9,0.0,0.1,relax
0.0,1.0,0.0,originates
0.0,1.0,0.0,fusses
0.6666666666666666,0.0,0.3333333333333333,adapt
0.0,1.0,0.0,adds
0.5,0.0,0.5,belie
0.0,1.0,0.0,roars
0.0,1.0,0.0,fluctuates
0.0,1.0,0.0,persuades
0.0,1.0,0.0,progresses
0.5,0.5,0.0,scares
0.0,1.0,0.0,dabs
0.0,1.0,0.0,dawns
0.0,1.0,0.0,asks
0.0,1.0,0.0,misses
0.0,1.0,0.0,depends
0.5,0.5,0.0,shoots
0.7142857142857143,0.0,0.2857142857142857,react
0.7142857142857143,0.2857142857142857,0.0,crashes
0.8,0.0,0.2,withhold
0.9166666666666666,0.08333333333333333,0.0,circles
0.0,1.0,0.0,aggravates
0.7777777777777778,0.0,0.2222222222222222,sleep
0.0,1.0,0.0,celebrates
0.0,0.0,1.0,befall
0.45454545454545453,0.0,0.5454545454545454,refer
0.75,0.0,0.25,surpass
0.0,1.0,0.0,overlays
0.7763157894736842,0.2236842105263158,0.0,claims
0.989010989010989,0.01098901098901099,0.0,factors
0.6666666666666666,0.0,0.3333333333333333,liquefy
0.0,1.0,0.0,shoves
0.0,1.0,0.0,gives
0.0,1.0,0.0,arrives
0.0,1.0,0.0,relishes
0.9375,0.0625,0.0,committees
0.0,1.0,0.0,resells
0.4375,0.0,0.5625,concede
0.75,0.0,0.25,rush
0.0,1.0,0.0,pertains
0.6666666666666666,0.0,0.3333333333333333,multiply
0.0,1.0,0.0,shags
0.9090909090909091,0.0,0.09090909090909091,interpret
0.9090909090909091,0.09090909090909091,0.0,polls
0.6363636363636364,0.0,0.36363636363636365,walk
0.0,1.0,0.0,contemplates
0.9230769230769231,0.0,0.07692307692307693,kill
0.75,0.25,0.0,lifts
0.0,0.0,1.0,graze
0.5,0.5,0.0,recruits
0.0,1.0,0.0,floats
0.0,1.0,0.0,denies
0.8571428571428571,0.0,0.14285714285714285,approve
0.0,1.0,0.0,weakens
0.6666666666666666,0.3333333333333333,0.0,hits
0.0,0.0,1.0,stare
0.75,0.25,0.0,places
0.0,1.0,0.0,exceeds
0.0,0.0,1.0,grumble
0.0,1.0,0.0,devotes
0.0,1.0,0.0,professes
0.96,0.0,0.04,touch
0.0,1.0,0.0,spawns
0.045454545454545456,0.9545454545454546,0.0,tries
0.8571428571428571,0.14285714285714285,0.0,inspectors
0.3333333333333333,0.6666666666666666,0.0,regrets
0.6666666666666666,0.0,0.3333333333333333,omit
0.0,1.0,0.0,pushes
0.9925650557620818,0.0,0.007434944237918215,amount
0.9577464788732394,0.0,0.04225352112676056,shift
0.0,0.0,1.0,unlock
0.75,0.25,0.0,rails
0.0,1.0,0.0,tackles
0.5,0.5,0.0,needs
0.0,1.0,0.0,contends
0.9411764705882353,0.0,0.058823529411764705,follow
0.0,1.0,0.0,intends
0.0,1.0,0.0,hangs
0.9,0.0,0.1,fulfill
0.8333333333333334,0.0,0.16666666666666666,chart
0.8,0.2,0.0,barges
0.0,1.0,0.0,depletes
0.6666666666666666,0.0,0.3333333333333333,remind
0.9285714285714286,0.0,0.07142857142857142,view
0.8333333333333334,0.0,0.16666666666666666,inspire
0.9473684210526315,0.0,0.05263157894736842,sponsor
0.2,0.8,0.0,sees
0.38461538461538464,0.0,0.6153846153846154,deserve
0.0,1.0,0.0,aspires
0.6666666666666666,0.0,0.3333333333333333,smack
0.0,0.0,1.0,squeegee
0.75,0.25,0.0,attempts
0.17647058823529413,0.0,0.8235294117647058,vary
0.0,0.0,1.0,blurt
0.0,1.0,0.0,seems
0.6666666666666666,0.0,0.3333333333333333,stroll
0.0,1.0,0.0,applauds
0.0,1.0,0.0,frequents
0.8529411764705882,0.0,0.14705882352941177,use
0.8235294117647058,0.0,0.17647058823529413,listen
0.9032258064516129,0.0,0.0967741935483871,display
0.0,1.0,0.0,nods
0.0,1.0,0.0,dissolves
0.0,1.0,0.0,informs
0.0,1.0,0.0,reveals
0.6666666666666666,0.3333333333333333,0.0,spurts
0.0,1.0,0.0,responds
0.0,1.0,0.0,coerces
0.875,0.125,0.0,bursts
0.8,0.0,0.2,stick
0.0,1.0,0.0,pales
0.0,1.0,0.0,persists
0.8765432098765432,0.0,0.12345679012345678,accept
0.9171122994652406,0.08288770053475936,0.0,costs
0.0,1.0,0.0,reclaims
0.6666666666666666,0.3333333333333333,0.0,fumes
0.0,1.0,0.0,behaves
0.04,0.96,0.0,finds
0.9583333333333334,0.041666666666666664,0.0,routes
0.0,1.0,0.0,generates
