other,VBZ,VBP,word
0.6666666666666666,0.3333333333333333,0.0,dates
0.0,1.0,0.0,carries
0.32558139534883723,0.6744186046511628,0.0,means
0.3333333333333333,0.0,0.6666666666666666,cite
0.972972972972973,0.0,0.02702702702702703,slump
0.0,1.0,0.0,eats
0.6666666666666666,0.0,0.3333333333333333,lumber
0.2857142857142857,0.0,0.7142857142857143,expect
0.9090909090909091,0.0,0.09090909090909091,emerge
0.0,0.0,1.0,spout
0.2,0.8,0.0,stresses
0.5,0.0,0.5,perpetuate
0.5,0.5,0.0,lumps
0.4,0.6,0.0,harms
0.0,0.0,1.0,fatten
0.9285714285714286,0.0,0.07142857142857142,pump
0.5,0.0,0.5,bury
0.99,0.0,0.01,chance
0.0,1.0,0.0,mirrors
0.0,1.0,0.0,gathers
0.9090909090909091,0.0,0.09090909090909091,hold
0.9333333333333333,0.0,0.06666666666666667,retire
0.5,0.0,0.5,outpace
0.0,1.0,0.0,deplores
0.9666666666666667,0.03333333333333333,0.0,sanctions
0.5,0.0,0.5,depart
0.8938547486033519,0.0,0.10614525139664804,begin
0.0,1.0,0.0,sends
0.8571428571428571,0.0,0.14285714285714285,praise
0.0,1.0,0.0,unmasks
0.0,1.0,0.0,depicts
0.0,1.0,0.0,investigates
0.9696969696969697,0.0,0.030303030303030304,deal
0.0,1.0,0.0,carves
0.5,0.5,0.0,digs
0.4583333333333333,0.5416666666666666,0.0,rises
0.3333333333333333,0.0,0.6666666666666666,confront
0.5,0.5,0.0,mandates
0.9230769230769231,0.0,0.07692307692307693,encourage
0.0,1.0,0.0,sidesteps
0.8947368421052632,0.0,0.10526315789473684,sell
0.9333333333333333,0.0,0.06666666666666667,pressure
0.0,1.0,0.0,comprises
0.25,0.75,0.0,ends
0.975,0.0,0.025,ease
0.0,1.0,0.0,deactivates
0.3333333333333333,0.6666666666666666,0.0,falters
0.0,1.0,0.0,trumpets
0.6923076923076923,0.0,0.3076923076923077,prohibit
0.6666666666666666,0.0,0.3333333333333333,sift
0.8571428571428571,0.0,0.14285714285714285,wipe
0.75,0.0,0.25,peg
0.0,1.0,0.0,commits
0.0,1.0,0.0,grovels
0.0,1.0,0.0,trundles
0.0,1.0,0.0,encompasses
0.0,1.0,0.0,complains
0.9090909090909091,0.09090909090909091,0.0,sums
0.6,0.0,0.4,prey
0.9375,0.0,0.0625,stretch
0.45,0.0,0.55,guess
0.021739130434782608,0.9782608695652174,0.0,makes
0.84375,0.15625,0.0,matters
0.6,0.0,0.4,kick
0.95,0.05,0.0,packages
0.0,1.0,0.0,mulls
0.0,1.0,0.0,eases
0.5,0.0,0.5,bankroll
0.0,1.0,0.0,explains
0.925,0.0,0.075,put
0.0,1.0,0.0,maintains
0.75,0.0,0.25,damped
0.0,1.0,0.0,sings
0.0,1.0,0.0,bolsters
0.0,1.0,0.0,growls
0.0,1.0,0.0,predicts
0.0,1.0,0.0,reconciles
0.0,1.0,0.0,obliges
0.0,1.0,0.0,frees
0.0,1.0,0.0,predates
0.9166666666666666,0.08333333333333333,0.0,yields
0.0,1.0,0.0,attracts
0.5,0.0,0.5,unleash
0.5,0.0,0.5,sit
0.9428571428571428,0.0,0.05714285714285714,license
0.0,1.0,0.0,penalizes
0.1951219512195122,0.8048780487804879,0.0,leaves
0.0,1.0,0.0,confers
0.6363636363636364,0.0,0.36363636363636365,underwrite
0.42857142857142855,0.0,0.5714285714285714,attribute
0.9583333333333334,0.0,0.041666666666666664,review
0.0,1.0,0.0,lays
0.5555555555555556,0.0,0.4444444444444444,worry
0.3333333333333333,0.6666666666666666,0.0,aims
0.0,0.0,1.0,latch
0.8823529411764706,0.0,0.11764705882352941,fit
0.0,1.0,0.0,proclaims
0.6666666666666666,0.0,0.3333333333333333,stray
0.0,1.0,0.0,resists
0.6666666666666666,0.0,0.3333333333333333,regard
0.0,1.0,0.0,completes
0.8,0.0,0.2,govern
0.8888888888888888,0.0,0.1111111111111111,see
0.0,1.0,0.0,whips
0.0,1.0,0.0,wows
0.3333333333333333,0.0,0.6666666666666666,toil
0.984375,0.015625,0.0,parties
0.0,1.0,0.0,emphasizes
0.8571428571428571,0.14285714285714285,0.0,rivals
0.8571428571428571,0.0,0.14285714285714285,wear
0.896551724137931,0.0,0.10344827586206896,hire
0.75,0.25,0.0,broadcasts
0.0,1.0,0.0,attaches
0.2901023890784983,0.0,0.7098976109215017,say
0.8208955223880597,0.0,0.1791044776119403,doubt
0.0,1.0,0.0,detests
0.0,1.0,0.0,wrestles
0.0,1.0,0.0,fulfills
0.9285714285714286,0.0,0.07142857142857142,steal
0.0,1.0,0.0,nears
0.8421052631578947,0.0,0.15789473684210525,urge
0.0,1.0,0.0,lengthens
0.0,0.0,1.0,sympathize
0.5,0.5,0.0,respects
0.0,1.0,0.0,languishes
0.0,1.0,0.0,blinks
0.0,0.0,1.0,spook
0.8,0.0,0.2,smell
0.9310344827586207,0.0,0.06896551724137931,take
0.0,1.0,0.0,confides
0.4444444444444444,0.0,0.5555555555555556,consume
0.25,0.75,0.0,spells
0.9375,0.0,0.0625,merit
0.8571428571428571,0.0,0.14285714285714285,incur
0.75,0.25,0.0,wastes
0.8,0.0,0.2,invade
0.0,0.0,1.0,ripen
0.45454545454545453,0.0,0.5454545454545454,owe
0.0,1.0,0.0,deems
0.8947368421052632,0.0,0.10526315789473684,count
0.0,1.0,0.0,touts
0.0,1.0,0.0,yells
0.5,0.0,0.5,wane
0.7948717948717948,0.20512820512820512,0.0,values
0.8571428571428571,0.14285714285714285,0.0,prints
0.8888888888888888,0.1111111111111111,0.0,marks
0.8985507246376812,0.0,0.10144927536231885,affect
0.0,1.0,0.0,produces
0.0,0.0,1.0,rejoice
0.0,1.0,0.0,moans
0.0,1.0,0.0,covets
0.8333333333333334,0.0,0.16666666666666666,slice
0.0,1.0,0.0,deduces
0.0,1.0,0.0,averts
0.0,1.0,0.0,reprints
0.9069767441860465,0.0,0.09302325581395349,determine
0.9444444444444444,0.05555555555555555,0.0,stages
0.0,1.0,0.0,preserves
0.0,1.0,0.0,resides
0.0,0.0,1.0,inherit
0.8235294117647058,0.0,0.17647058823529413,trail
0.0,1.0,0.0,discourages
0.5714285714285714,0.0,0.42857142857142855,admit
0.0,1.0,0.0,abounds
0.75,0.0,0.25,produce
0.6666666666666666,0.0,0.3333333333333333,excel
0.0,0.0,1.0,intrude
0.0,1.0,0.0,heats
0.5,0.0,0.5,glaze
0.4444444444444444,0.0,0.5555555555555556,outweigh
0.0,1.0,0.0,avoids
0.0,1.0,0.0,accelerates
0.8333333333333334,0.16666666666666666,0.0,slopes
0.9850746268656716,0.0,0.014925373134328358,contrast
0.5,0.5,0.0,rents
0.0,1.0,0.0,evades
0.0,1.0,0.0,tilts
0.9814814814814815,0.0,0.018518518518518517,pursue
0.5,0.0,0.5,blaze
0.0,1.0,0.0,performs
0.95,0.0,0.05,execute
0.8636363636363636,0.0,0.13636363636363635,receive
0.0,1.0,0.0,deprives
0.8,0.0,0.2,locate
0.0,1.0,0.0,lectures
0.058823529411764705,0.9411764705882353,0.0,lies
0.9285714285714286,0.07142857142857142,0.0,farms
0.0,1.0,0.0,suggests
0.68,0.0,0.32,confirm
0.8571428571428571,0.14285714285714285,0.0,finances
0.0,1.0,0.0,differs
0.875,0.0,0.125,devise
0.0,0.0,1.0,ascribe
0.9183673469387755,0.0,0.08163265306122448,track
0.0,1.0,0.0,throws
0.0,0.0,1.0,relent
0.7058823529411765,0.0,0.29411764705882354,reveal
0.0,1.0,0.0,squeezes
0.9365079365079365,0.0,0.06349206349206349,prevent
0.0,1.0,0.0,smacks
0.0,1.0,0.0,indulges
0.7894736842105263,0.0,0.21052631578947367,slip
0.5,0.0,0.5,torture
0.5882352941176471,0.0,0.4117647058823529,exclude
0.0,1.0,0.0,retires
0.8333333333333334,0.16666666666666666,0.0,twists
0.0,1.0,0.0,shrinks
0.0,1.0,0.0,melds
0.6521739130434783,0.34782608695652173,0.0,quotes
0.6027397260273972,0.0,0.3972602739726027,reflect
0.0,1.0,0.0,burbles
0.75,0.25,0.0,traces
0.0,1.0,0.0,waits
0.5,0.5,0.0,chuckles
0.0,1.0,0.0,asserts
0.7692307692307693,0.23076923076923078,0.0,watches
0.0,1.0,0.0,fizzes
0.3333333333333333,0.0,0.6666666666666666,envision
0.5,0.5,0.0,rubs
0.0,1.0,0.0,arouses
0.0,1.0,0.0,understaffs
0.9354838709677419,0.0,0.06451612903225806,bet
0.9583333333333334,0.0,0.041666666666666664,testify
0.9333333333333333,0.06666666666666667,0.0,rallies
0.8421052631578947,0.0,0.15789473684210525,promise
0.75,0.0,0.25,entitle
0.0,1.0,0.0,sharpens
0.0,1.0,0.0,concentrates
0.0,1.0,0.0,incorporates
0.9375,0.0625,0.0,changes
0.5,0.5,0.0,exploits
0.0,0.0,1.0,whoosh
0.967741935483871,0.03225806451612903,0.0,checks
0.0,1.0,0.0,outperforms
0.8409090909090909,0.0,0.1590909090909091,blame
0.14285714285714285,0.0,0.8571428571428571,relate
0.6666666666666666,0.0,0.3333333333333333,tempt
0.0,1.0,0.0,adopts
0.0,1.0,0.0,grinds
0.5,0.0,0.5,obey
0.9848484848484849,0.015151515151515152,0.0,effects
0.8787878787878788,0.0,0.12121212121212122,permit
0.8421052631578947,0.0,0.15789473684210525,wind
0.3333333333333333,0.6666666666666666,0.0,combines
0.9285714285714286,0.0,0.07142857142857142,switch
0.0,1.0,0.0,alerts
0.0,0.0,1.0,scrounge
0.5,0.5,0.0,pampers
0.0,1.0,0.0,organizes
0.5,0.5,0.0,halves
0.9743589743589743,0.0,0.02564102564102564,respond
0.0,1.0,0.0,protects
0.9056603773584906,0.0,0.09433962264150944,extend
0.0,1.0,0.0,disapproves
0.9142857142857143,0.0,0.08571428571428572,convert
0.5,0.0,0.5,reckon
0.0,1.0,0.0,stagewhispers
0.3333333333333333,0.6666666666666666,0.0,kicks
0.0,0.0,1.0,scamper
0.9637462235649547,0.0,0.03625377643504532,decline
0.0,1.0,0.0,detracts
0.0,1.0,0.0,chooses
0.0,1.0,0.0,accrues
0.0,1.0,0.0,implores
0.0,1.0,0.0,modifies
0.7333333333333333,0.0,0.26666666666666666,dominate
0.0,1.0,0.0,ticks
0.0,1.0,0.0,gears
0.0,1.0,0.0,cools
0.0,1.0,0.0,invades
0.0,1.0,0.0,plods
0.95,0.05,0.0,tests
0.0,1.0,0.0,lingers
0.0,1.0,0.0,calculates
0.5555555555555556,0.0,0.4444444444444444,differ
0.06666666666666667,0.9333333333333333,0.0,covers
0.9333333333333333,0.0,0.06666666666666667,curtail
0.5,0.5,0.0,plunges
0.0,1.0,0.0,assists
0.5714285714285714,0.0,0.42857142857142855,scramble
0.6666666666666666,0.0,0.3333333333333333,hawk
0.9285714285714286,0.07142857142857142,0.0,spots
0.0,1.0,0.0,characterizes
0.8,0.0,0.2,examine
0.6666666666666666,0.0,0.3333333333333333,inhibit
0.6666666666666666,0.3333333333333333,0.0,dogs
0.25,0.75,0.0,converts
0.9444444444444444,0.05555555555555555,0.0,bids
0.0625,0.9375,0.0,recalls
0.3333333333333333,0.6666666666666666,0.0,monitors
0.9629629629629629,0.0,0.037037037037037035,conflict
0.8,0.0,0.2,fold
0.8333333333333334,0.0,0.16666666666666666,wait
0.0,1.0,0.0,impresses
0.9823529411764705,0.0,0.01764705882352941,cost
0.0,1.0,0.0,convinces
0.5,0.0,0.5,connect
0.9811320754716981,0.0,0.018867924528301886,ensure
0.8,0.0,0.2,battle
0.0,0.0,1.0,purport
0.8,0.0,0.2,portray
0.0,1.0,0.0,resembles
0.6,0.4,0.0,graduates
0.0,1.0,0.0,erupts
0.0,1.0,0.0,cautions
0.0,1.0,0.0,entitles
0.37142857142857144,0.6285714285714286,0.0,promises
0.8181818181818182,0.0,0.18181818181818182,pile
0.8,0.2,0.0,surveys
0.0,1.0,0.0,evokes
0.9710144927536232,0.0,0.028985507246376812,protect
0.9166666666666666,0.0,0.08333333333333333,pose
0.09090909090909091,0.9090909090909091,0.0,draws
0.0,1.0,0.0,sparks
0.5,0.5,0.0,swells
0.9411764705882353,0.0,0.058823529411764705,export
0.5,0.0,0.5,deteriorate
0.0,1.0,0.0,irks
0.0,1.0,0.0,weighs
0.5,0.0,0.5,enroll
0.0,1.0,0.0,absorbs
0.75,0.0,0.25,scorn
0.9444444444444444,0.05555555555555555,0.0,phones
0.0,1.0,0.0,knocks
0.0,1.0,0.0,proves
0.925,0.0,0.075,generate
0.2857142857142857,0.7142857142857143,0.0,wishes
0.8,0.0,0.2,cart
0.16071428571428573,0.0,0.8392857142857143,tend
0.9723756906077348,0.0,0.027624309392265192,set
0.0,1.0,0.0,imposes
0.9473684210526315,0.0,0.05263157894736842,submit
0.75,0.25,0.0,experiences
0.0,1.0,0.0,teaches
0.0,1.0,0.0,buoys
0.9565217391304348,0.0,0.043478260869565216,desire
0.0,1.0,0.0,empowers
0.8928571428571429,0.0,0.10714285714285714,copy
0.0,1.0,0.0,buttresses
0.9,0.0,0.1,cease
0.0,1.0,0.0,prepares
0.0,1.0,0.0,speaks
0.8461538461538461,0.15384615384615385,0.0,reports
0.0,1.0,0.0,learns
0.7405660377358491,0.25943396226415094,0.0,'s
0.6666666666666666,0.3333333333333333,0.0,decreases
0.3333333333333333,0.6666666666666666,0.0,bites
0.9285714285714286,0.0,0.07142857142857142,attract
0.0,1.0,0.0,matures
0.8048780487804879,0.0,0.1951219512195122,lose
0.0,1.0,0.0,crams
0.0,0.0,1.0,absolve
0.1111111111111111,0.8888888888888888,0.0,pulls
0.9752066115702479,0.0,0.024793388429752067,boost
0.5,0.0,0.5,litter
0.0,0.0,1.0,jostle
0.75,0.25,0.0,files
0.6666666666666666,0.0,0.3333333333333333,swear
0.0,1.0,0.0,jogs
0.6666666666666666,0.0,0.3333333333333333,outbid
0.5625,0.0,0.4375,exist
0.0,1.0,0.0,prods
0.3333333333333333,0.6666666666666666,0.0,shapes
0.0,1.0,0.0,materializes
0.0,1.0,0.0,mentions
0.0,1.0,0.0,softens
0.9915254237288136,0.00847457627118644,0.0,questions
0.9090909090909091,0.0,0.09090909090909091,beat
0.0,0.0,1.0,swerve
0.896551724137931,0.0,0.10344827586206896,question
0.7333333333333333,0.0,0.26666666666666666,lend
0.9934640522875817,0.0,0.006535947712418301,helped
0.3333333333333333,0.0,0.6666666666666666,allege
0.8833333333333333,0.0,0.11666666666666667,go
0.0,1.0,0.0,disturbs
0.92,0.0,0.08,roll
0.0,1.0,0.0,lacks
0.0,0.0,1.0,croak
0.0,1.0,0.0,buzzes
0.75,0.0,0.25,log
0.7,0.0,0.3,engage
0.9333333333333333,0.0,0.06666666666666667,destroy
0.9,0.1,0.0,clouds
0.0,1.0,0.0,invokes
0.44274809160305345,0.0,0.5572519083969466,seem
0.6666666666666666,0.0,0.3333333333333333,insulate
0.875,0.0,0.125,regain
0.0,1.0,0.0,administers
0.0,0.0,1.0,rile
0.9411764705882353,0.0,0.058823529411764705,work
0.6666666666666666,0.0,0.3333333333333333,tangle
0.9264705882352942,0.0,0.07352941176470588,cover
0.0,0.0,1.0,profess
0.9090909090909091,0.0,0.09090909090909091,perform
0.0,1.0,0.0,confronts
0.0,1.0,0.0,assigns
0.0,1.0,0.0,applies
0.0,1.0,0.0,refuses
0.0,1.0,0.0,peddles
0.8235294117647058,0.17647058823529413,0.0,visits
0.0,1.0,0.0,hews
0.5416666666666666,0.0,0.4583333333333333,refuse
0.4,0.0,0.6,acknowledge
0.8888888888888888,0.0,0.1111111111111111,decide
0.0,1.0,0.0,proscribes
0.5,0.0,0.5,note
0.0,1.0,0.0,justifies
0.0,1.0,0.0,melts
0.0,1.0,0.0,thinks
0.9444444444444444,0.0,0.05555555555555555,label
0.75,0.0,0.25,overwhelm
0.0,1.0,0.0,exists
0.6666666666666666,0.3333333333333333,0.0,fragments
0.8461538461538461,0.0,0.15384615384615385,tune
0.0,1.0,0.0,outstrips
0.0,1.0,0.0,unveils
0.8421052631578947,0.15789473684210525,0.0,transfers
0.0,1.0,0.0,selects
0.0,1.0,0.0,laments
0.0,1.0,0.0,explores
0.9884393063583815,0.0,0.011560693641618497,process
0.95,0.0,0.05,accommodate
0.0,1.0,0.0,spurns
0.6666666666666666,0.3333333333333333,0.0,worries
0.8,0.0,0.2,nullify
0.2,0.8,0.0,sells
0.3333333333333333,0.0,0.6666666666666666,await
0.4642857142857143,0.0,0.5357142857142857,indicate
0.9411764705882353,0.0,0.058823529411764705,strain
0.7272727272727273,0.0,0.2727272727272727,undermine
0.0,1.0,0.0,automates
0.9583333333333334,0.041666666666666664,0.0,discounts
0.7962962962962963,0.2037037037037037,0.0,drives
0.0,1.0,0.0,forgets
0.9333333333333333,0.06666666666666667,0.0,bases
0.0,1.0,0.0,describes
0.2857142857142857,0.0,0.7142857142857143,foresee
0.8961038961038961,0.0,0.1038961038961039,grow
0.9534883720930233,0.0,0.046511627906976744,run
0.9523809523809523,0.0,0.047619047619047616,seize
0.6666666666666666,0.3333333333333333,0.0,bucks
0.8333333333333334,0.0,0.16666666666666666,twist
0.0,0.0,1.0,wither
0.9836065573770492,0.01639344262295082,0.0,signs
0.875,0.0,0.125,mount
0.9772727272727273,0.0,0.022727272727272728,tape
0.0,1.0,0.0,induces
0.5,0.0,0.5,pine
0.0,1.0,0.0,unlocks
0.0,1.0,0.0,supervises
0.0,1.0,0.0,mounts
0.75,0.0,0.25,manage
0.0,0.0,1.0,simulate
0.0,1.0,0.0,prevents
0.0,1.0,0.0,crows
0.8333333333333334,0.0,0.16666666666666666,captain
0.75,0.0,0.25,speculate
0.6,0.0,0.4,assign
0.9,0.0,0.1,manipulate
0.0,1.0,0.0,exemplifies
0.0,1.0,0.0,ebbs
0.0,1.0,0.0,drains
0.0,1.0,0.0,chides
0.0,1.0,0.0,vanishes
0.0,1.0,0.0,quadruples
0.5,0.0,0.5,lengthen
0.9444444444444444,0.0,0.05555555555555555,finish
0.0,1.0,0.0,envisions
0.99,0.0,0.01,close
0.0,1.0,0.0,complicates
0.45454545454545453,0.0,0.5454545454545454,predict
0.21428571428571427,0.7857142857142857,0.0,fits
0.0,0.0,1.0,swim
0.0,1.0,0.0,swears
0.0,0.0,1.0,mingle
0.9090909090909091,0.0,0.09090909090909091,lure
0.0,1.0,0.0,listens
0.0,1.0,0.0,sniffs
0.5,0.5,0.0,lures
0.9821428571428571,0.017857142857142856,0.0,swings
0.0,1.0,0.0,opens
0.0,1.0,0.0,prescribes
0.875,0.0,0.125,drift
0.75,0.25,0.0,sketches
0.0,1.0,0.0,irritates
0.0,1.0,0.0,plows
0.6666666666666666,0.0,0.3333333333333333,flash
0.75,0.25,0.0,battles
0.7083333333333334,0.2916666666666667,0.0,signals
0.0,1.0,0.0,stifles
0.2619047619047619,0.7380952380952381,0.0,stands
0.0,1.0,0.0,spends
0.9523809523809523,0.0,0.047619047619047616,surface
0.9941860465116279,0.0,0.005813953488372093,increase
0.0,1.0,0.0,diminishes
0.0,1.0,0.0,crawls
0.8333333333333334,0.0,0.16666666666666666,swell
0.0,1.0,0.0,revolves
0.0,1.0,0.0,instructs
0.0,1.0,0.0,designates
0.0,1.0,0.0,reorganizes
0.6956521739130435,0.0,0.30434782608695654,contribute
0.0,1.0,0.0,circumvents
0.5,0.0,0.5,delight
0.4166666666666667,0.0,0.5833333333333334,consist
0.9047619047619048,0.09523809523809523,0.0,displays
0.0,1.0,0.0,leans
0.0,1.0,0.0,saves
0.0,0.0,1.0,accumulate
0.0,1.0,0.0,fires
0.0,1.0,0.0,errs
0.6666666666666666,0.0,0.3333333333333333,cross
0.0,0.0,1.0,understate
0.7142857142857143,0.0,0.2857142857142857,dislike
0.0,1.0,0.0,says
0.0,1.0,0.0,holds
0.9444444444444444,0.0,0.05555555555555555,distribute
0.9620253164556962,0.0,0.0379746835443038,hit
0.09090909090909091,0.9090909090909091,0.0,raises
0.0,1.0,0.0,delights
0.0,1.0,0.0,warns
0.974025974025974,0.0,0.025974025974025976,expand
0.0,1.0,0.0,enforces
0.0,1.0,0.0,tempts
0.0,1.0,0.0,recounts
0.6666666666666666,0.3333333333333333,0.0,dresses
0.7464788732394366,0.0,0.2535211267605634,operate
0.0,1.0,0.0,cites
0.0,1.0,0.0,retains
0.3333333333333333,0.0,0.6666666666666666,comprise
0.16666666666666666,0.8333333333333334,0.0,treats
0.0,1.0,0.0,revisits
0.68,0.32,0.0,plans
0.8787878787878788,0.0,0.12121212121212122,allow
0.0,1.0,0.0,vows
0.8235294117647058,0.0,0.17647058823529413,function
0.0,1.0,0.0,pops
0.0,1.0,0.0,intersperses
0.0,1.0,0.0,cultivates
0.5945945945945946,0.40540540540540543,0.0,acts
0.9850746268656716,0.0,0.014925373134328358,ban
0.8333333333333334,0.16666666666666666,0.0,bars
0.3333333333333333,0.6666666666666666,0.0,repeats
0.9166666666666666,0.0,0.08333333333333333,enforce
0.0,1.0,0.0,abandons
0.875,0.0,0.125,stir
0.0,1.0,0.0,emerges
0.9912280701754386,0.0,0.008771929824561403,chain
0.8125,0.0,0.1875,continue
0.8571428571428571,0.14285714285714285,0.0,haunts
0.9387755102040817,0.0,0.061224489795918366,keep
0.92,0.0,0.08,enable
0.9117647058823529,0.0,0.08823529411764706,recover
0.16666666666666666,0.8333333333333334,0.0,shows
0.0,0.0,1.0,correlate
0.8837209302325582,0.11627906976744186,0.0,charges
0.9090909090909091,0.0,0.09090909090909091,burst
0.9444444444444444,0.0,0.05555555555555555,fill
0.7272727272727273,0.2727272727272727,0.0,jokes
0.0,1.0,0.0,fancies
0.0,1.0,0.0,hunts
0.0,0.0,1.0,sneak
0.0,1.0,0.0,takes
0.9166666666666666,0.0,0.08333333333333333,gather
0.0,1.0,0.0,constrains
0.9230769230769231,0.0,0.07692307692307693,fetch
0.0,1.0,0.0,fetches
0.0,0.0,1.0,pervade
0.5,0.0,0.5,entrust
0.875,0.0,0.125,dump
0.9,0.0,0.1,ask
0.875,0.125,0.0,pockets
0.9047619047619048,0.0,0.09523809523809523,explain
0.9,0.0,0.1,buy
0.8181818181818182,0.0,0.18181818181818182,watch
0.0,0.0,1.0,bristle
0.0,1.0,0.0,begins
0.8571428571428571,0.14285714285714285,0.0,trains
0.0,0.0,1.0,scowl
0.6666666666666666,0.0,0.3333333333333333,boast
0.8636363636363636,0.13636363636363635,0.0,forecasts
0.9166666666666666,0.08333333333333333,0.0,reasons
0.5263157894736842,0.47368421052631576,0.0,flows
0.0,1.0,0.0,wraps
0.5,0.0,0.5,fantasize
0.9541284403669725,0.045871559633027525,0.0,deals
0.5,0.0,0.5,gloss
0.95,0.0,0.05,absorb
0.9945054945054945,0.0,0.005494505494505495,clear
0.975,0.0,0.025,appeal
0.75,0.0,0.25,dare
0.0,1.0,0.0,overlooks
0.9615384615384616,0.038461538461538464,0.0,fans
0.9285714285714286,0.0,0.07142857142857142,pitch
0.8,0.0,0.2,solidify
0.0,1.0,0.0,compares
0.75,0.0,0.25,garner
0.8695652173913043,0.0,0.13043478260869565,quit
0.8166666666666667,0.18333333333333332,0.0,guarantees
0.5882352941176471,0.0,0.4117647058823529,mature
0.0,1.0,0.0,conforms
0.0,1.0,0.0,pleases
0.8571428571428571,0.14285714285714285,0.0,halts
0.0,1.0,0.0,steers
0.7777777777777778,0.0,0.2222222222222222,depress
0.6666666666666666,0.3333333333333333,0.0,addresses
0.0,1.0,0.0,tends
0.0,0.0,1.0,hurl
0.6666666666666666,0.0,0.3333333333333333,wander
0.0,1.0,0.0,is
0.0,1.0,0.0,loom
0.5,0.0,0.5,vanish
0.8333333333333334,0.16666666666666666,0.0,speeds
0.6666666666666666,0.0,0.3333333333333333,sidestep
0.0,1.0,0.0,consoles
0.8,0.0,0.2,resurrect
0.0,1.0,0.0,eliminates
0.0,0.0,1.0,surround
0.9125,0.0,0.0875,build
0.0,1.0,0.0,pours
0.5,0.0,0.5,dispense
0.0,1.0,0.0,rescues
0.8571428571428571,0.14285714285714285,0.0,awards
0.3333333333333333,0.6666666666666666,0.0,bounces
0.75,0.25,0.0,spies
0.8,0.0,0.2,amass
0.0,0.0,1.0,proliferate
0.8333333333333334,0.0,0.16666666666666666,materialize
0.0,1.0,0.0,unrolls
0.6,0.4,0.0,backs
0.9974424552429667,0.0025575447570332483,0.0,loans
0.96875,0.03125,0.0,contracts
0.3900414937759336,0.0,0.6099585062240664,have
0.8461538461538461,0.15384615384615385,0.0,charts
0.0,1.0,0.0,pokes
0.7777777777777778,0.0,0.2222222222222222,devote
0.0,1.0,0.0,bodes
0.8771929824561403,0.0,0.12280701754385964,play
0.6666666666666666,0.0,0.3333333333333333,peer
0.9705882352941176,0.0,0.029411764705882353,swap
0.6875,0.0,0.3125,conclude
0.42857142857142855,0.5714285714285714,0.0,influences
0.9595959595959596,0.0,0.04040404040404041,sense
0.88,0.12,0.0,screens
0.95,0.05,0.0,remarks
0.5454545454545454,0.0,0.45454545454545453,anticipate
0.9714285714285714,0.0,0.02857142857142857,afford
0.0,0.0,1.0,predict\/advocate
0.0,1.0,0.0,admires
0.0,0.0,1.0,roam
0.625,0.0,0.375,assert
0.6666666666666666,0.3333333333333333,0.0,tops
0.9,0.0,0.1,regret
0.0,1.0,0.0,waddles
0.9487179487179487,0.0,0.05128205128205128,date
0.0,1.0,0.0,flaunts
0.8571428571428571,0.0,0.14285714285714285,zip
0.0,1.0,0.0,outsells
0.42857142857142855,0.5714285714285714,0.0,hopes
0.9926470588235294,0.0,0.007352941176470588,vote
0.0,1.0,0.0,enters
0.0,1.0,0.0,reminds
0.0,1.0,0.0,arises
0.9166666666666666,0.0,0.08333333333333333,empty
0.0,1.0,0.0,brags
0.7,0.0,0.3,pour
0.9537037037037037,0.046296296296296294,0.0,returns
0.25,0.75,0.0,tumbles
